name,main_category,image,ratings,no_of_ratings,actual_price,source_file,actual_price_usd,ranking_score,product_id,search_text
"Nivia 2360-4 Quench-3 Polyester Polo T-Shirt, Small (Indigo Blue)",T-shirts and Polos,https://m.media-amazon.com/images/I/71shNSE5AML._AC_UL320_.jpg,3.6,4,650,T-shirts and Polos.csv,7.15,2.95,5711,"product: nivia 2360-4 quench-3 polyester polo t-shirt, small (indigo blue). category: t-shirts and polos. price: $7.15. rating: 3.6 out of 5. reviews: 4. nivia 2360-4 quench-3 polyester polo t-shirt, small (indigo blue)"
The Banyan Tee Half Sleeve Premium Printed Cotton TV T-Shirt Style Code: TBT-TV_MH_Bella_DALI_B,T-shirts and Polos,https://m.media-amazon.com/images/I/71LB7txiNQL._AC_UL320_.jpg,5.0,1,999,T-shirts and Polos.csv,10.99,3.61,5712,product: the banyan tee half sleeve premium printed cotton tv t-shirt style code: tbt-tv_mh_bella_dali_b. category: t-shirts and polos. price: $10.99. rating: 5.0 out of 5. reviews: 1. the banyan tee half sleeve premium printed cotton tv t-shirt style code: tbt-tv_mh_bella_dali_b
Red Tape Men Maroon Melange Solid T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/71NiCgz+KgL._AC_UL320_.jpg,4.2,4,2599,T-shirts and Polos.csv,28.59,3.37,5713,product: red tape men maroon melange solid t-shirt. category: t-shirts and polos. price: $28.59. rating: 4.2 out of 5. reviews: 4. red tape men maroon melange solid t-shirt
United Colors of Benetton Men Polo T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/61gmjRwptxL._AC_UL320_.jpg,5.0,1,2299,T-shirts and Polos.csv,25.29,3.61,5714,product: united colors of benetton men polo t-shirt. category: t-shirts and polos. price: $25.29. rating: 5.0 out of 5. reviews: 1. united colors of benetton men polo t-shirt
Pepe Jeans Men Red Tshirts,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81HmtsC455L._AC_UL320_.jpg,3.7,31,1799,T-shirts and Polos.csv,19.79,3.41,5715,product: pepe jeans men red tshirts. category: t-shirts and polos. price: $19.79. rating: 3.7 out of 5. reviews: 31. pepe jeans men red tshirts
Reebok Men's Regular Fit Polo Shirt,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/712wd+zmBiL._AC_UL320_.jpg,3.8,83,1299,T-shirts and Polos.csv,14.29,3.66,5716,product: reebok men's regular fit polo shirt. category: t-shirts and polos. price: $14.29. rating: 3.8 out of 5. reviews: 83. reebok men's regular fit polo shirt
Mogul Lana Del Ray Ultraviolence Unisex Round Neck Tee,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41DyNAcwA4L._AC_UL320_.jpg,4.0,1,2499,T-shirts and Polos.csv,27.49,2.91,5717,product: mogul lana del ray ultraviolence unisex round neck tee. category: t-shirts and polos. price: $27.49. rating: 4.0 out of 5. reviews: 1. mogul lana del ray ultraviolence unisex round neck tee
"Unisex Woollen High Neck Army Style Neck and Chest Warmer (Green, Free Size)",T-shirts and Polos,https://m.media-amazon.com/images/I/51O-e9A09RL._AC_UL320_.jpg,3.1,2,950,T-shirts and Polos.csv,10.45,2.45,5718,"product: unisex woollen high neck army style neck and chest warmer (green, free size). category: t-shirts and polos. price: $10.45. rating: 3.1 out of 5. reviews: 2. unisex woollen high neck army style neck and chest warmer (green, free size)"
VIBIAN CR7 Printed t Shirts Regular Fit Half Sleeve T-Shirt for Men's Boy's,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/31JLVEYab5L._AC_UL320_.jpg,3.4,14,999,T-shirts and Polos.csv,10.99,3.06,5719,product: vibian cr7 printed t shirts regular fit half sleeve t-shirt for men's boy's. category: t-shirts and polos. price: $10.99. rating: 3.4 out of 5. reviews: 14. vibian cr7 printed t shirts regular fit half sleeve t-shirt for men's boy's
fanideaz Mens Cotton The Beatles Printed Round Neck T Shirts for Men,T-shirts and Polos,https://m.media-amazon.com/images/I/61h8p3ta0jL._AC_UL320_.jpg,5.0,3,2499,T-shirts and Polos.csv,27.49,3.87,5720,product: fanideaz mens cotton the beatles printed round neck t shirts for men. category: t-shirts and polos. price: $27.49. rating: 5.0 out of 5. reviews: 3. fanideaz mens cotton the beatles printed round neck t shirts for men
Kame Symbol t-Shirt Orange Men's Cotton Dragon Ball z hlaf Sleeve t Shirt Anime,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51i7RUuku7L._AC_UL320_.jpg,4.0,2,999,T-shirts and Polos.csv,10.99,3.08,5721,product: kame symbol t-shirt orange men's cotton dragon ball z hlaf sleeve t shirt anime. category: t-shirts and polos. price: $10.99. rating: 4.0 out of 5. reviews: 2. kame symbol t-shirt orange men's cotton dragon ball z hlaf sleeve t shirt anime
"Sage Square Metal Model Aircraft, Pack of 1, Multicolour",T-shirts and Polos,https://m.media-amazon.com/images/I/31Z2k43JLNL._AC_UL320_.jpg,4.1,9,2445,T-shirts and Polos.csv,26.9,3.46,5722,"product: sage square metal model aircraft, pack of 1, multicolour. category: t-shirts and polos. price: $26.9. rating: 4.1 out of 5. reviews: 9. sage square metal model aircraft, pack of 1, multicolour"
Lacoste Men Polo Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/717LdgisRGL._AC_UL320_.jpg,5.0,2,6250,T-shirts and Polos.csv,68.75,3.78,5723,product: lacoste men polo shirt. category: t-shirts and polos. price: $68.75. rating: 5.0 out of 5. reviews: 2. lacoste men polo shirt
ECOLINE Clothing Eco-Friendly Men's 50/50 Blend Polo T-Shirt (Pack of 2),T-shirts and Polos,https://m.media-amazon.com/images/I/91HcHwst4cL._AC_UL320_.jpg,4.0,25,2098,T-shirts and Polos.csv,23.08,3.58,5724,product: ecoline clothing eco-friendly men's 50/50 blend polo t-shirt (pack of 2). category: t-shirts and polos. price: $23.08. rating: 4.0 out of 5. reviews: 25. ecoline clothing eco-friendly men's 50/50 blend polo t-shirt (pack of 2)
Department of Extremity DoE Black Cotton T-Shirt Skull Art Immortal Men's Regular Fit Round Neck Half Sleeved Cotton T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/61db-xDc2zL._AC_UL320_.jpg,5.0,1,1499,T-shirts and Polos.csv,16.49,3.61,5725,product: department of extremity doe black cotton t-shirt skull art immortal men's regular fit round neck half sleeved cotton t-shirt. category: t-shirts and polos. price: $16.49. rating: 5.0 out of 5. reviews: 1. department of extremity doe black cotton t-shirt skull art immortal men's regular fit round neck half sleeved cotton t-shirt
Pepe Jeans Men's Regular Fit Polos,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71WHWLLWhkL._AC_UL320_.jpg,3.9,6,1899,T-shirts and Polos.csv,20.89,3.24,5726,product: pepe jeans men's regular fit polos. category: t-shirts and polos. price: $20.89. rating: 3.9 out of 5. reviews: 6. pepe jeans men's regular fit polos
ALARM Men’s Super Combed Cotton Polo Neck Half Sleeve T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/71WjVPBBh4L._AC_UL320_.jpg,4.1,24,999,T-shirts and Polos.csv,10.99,3.64,5727,product: alarm men’s super combed cotton polo neck half sleeve t-shirt. category: t-shirts and polos. price: $10.99. rating: 4.1 out of 5. reviews: 24. alarm men’s super combed cotton polo neck half sleeve t-shirt
"pariferry Regular Fit, Round Neck, Half Sleeve Black & Brown Color Printed Men's Combo T-Shirts (Design-N-S)",T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/717wEcdqU4L._AC_UL320_.jpg,4.1,6,899,T-shirts and Polos.csv,9.89,3.38,5728,"product: pariferry regular fit, round neck, half sleeve black & brown color printed men's combo t-shirts (design-n-s). category: t-shirts and polos. price: $9.89. rating: 4.1 out of 5. reviews: 6. pariferry regular fit, round neck, half sleeve black & brown color printed men's combo t-shirts (design-n-s)"
Van Heusen Denim Labs Men's Regular T-Shirt (VXKCCRGPX55021_Red L),T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61zG8zc7hrS._AC_UL320_.jpg,5.0,1,949,T-shirts and Polos.csv,10.44,3.61,5729,product: van heusen denim labs men's regular t-shirt (vxkccrgpx55021_red l). category: t-shirts and polos. price: $10.44. rating: 5.0 out of 5. reviews: 1. van heusen denim labs men's regular t-shirt (vxkccrgpx55021_red l)
Veirdo® Oversize Loose Fit Round Neck Half Sleeve T-Shirt for Men (Pack of 2),T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71+T1WEmjwL._AC_UL320_.jpg,4.1,90,2399,T-shirts and Polos.csv,26.39,3.88,5730,product: veirdo® oversize loose fit round neck half sleeve t-shirt for men (pack of 2). category: t-shirts and polos. price: $26.39. rating: 4.1 out of 5. reviews: 90. veirdo® oversize loose fit round neck half sleeve t-shirt for men (pack of 2)
Wrangler Men Polo Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/71wA4YZOCgL._AC_UL320_.jpg,3.5,2,1599,T-shirts and Polos.csv,17.59,2.73,5731,product: wrangler men polo shirt. category: t-shirts and polos. price: $17.59. rating: 3.5 out of 5. reviews: 2. wrangler men polo shirt
Cantabil Men's Half Sleeve Casual T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/619Ed+pF3OL._AC_UL320_.jpg,4.1,4,1499,T-shirts and Polos.csv,16.49,3.3,5732,product: cantabil men's half sleeve casual t-shirt. category: t-shirts and polos. price: $16.49. rating: 4.1 out of 5. reviews: 4. cantabil men's half sleeve casual t-shirt
Arbour Striped Polo Full Sleeves Pocket Tshirt,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71GbHb++KzL._AC_UL320_.jpg,4.5,2,1180,T-shirts and Polos.csv,12.98,3.43,5733,product: arbour striped polo full sleeves pocket tshirt. category: t-shirts and polos. price: $12.98. rating: 4.5 out of 5. reviews: 2. arbour striped polo full sleeves pocket tshirt
U.S. POLO ASSN. Men's Regular fit T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/6139jMJu1cL._AC_UL320_.jpg,4.1,211,1599,T-shirts and Polos.csv,17.59,4.0,5734,product: u.s. polo assn. men's regular fit t-shirt. category: t-shirts and polos. price: $17.59. rating: 4.1 out of 5. reviews: 211. u.s. polo assn. men's regular fit t-shirt
T-shirt Truck Graphic Printed T-Shirt for Men & Women | Dumbell | Here Gym t-Shirts | Motivational Tshirts for Gym | Sloga...,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/31PaDgfKzmL._AC_UL320_.jpg,4.3,2,999,T-shirts and Polos.csv,10.99,3.29,5735,product: t-shirt truck graphic printed t-shirt for men & women | dumbell | here gym t-shirts | motivational tshirts for gym | sloga.... category: t-shirts and polos. price: $10.99. rating: 4.3 out of 5. reviews: 2. t-shirt truck graphic printed t-shirt for men & women | dumbell | here gym t-shirts | motivational tshirts for gym | sloga...
Lee Men Polo Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/71-562f3iML._AC_UL320_.jpg,4.2,5,1999,T-shirts and Polos.csv,21.99,3.42,5736,product: lee men polo shirt. category: t-shirts and polos. price: $21.99. rating: 4.2 out of 5. reviews: 5. lee men polo shirt
Wear Your Opinion Men's Active Wear Sleeveless Gym Tshirt,T-shirts and Polos,https://m.media-amazon.com/images/I/61+wTSdrA4L._AC_UL320_.jpg,4.0,30,1499,T-shirts and Polos.csv,16.49,3.62,5737,product: wear your opinion men's active wear sleeveless gym tshirt. category: t-shirts and polos. price: $16.49. rating: 4.0 out of 5. reviews: 30. wear your opinion men's active wear sleeveless gym tshirt
DUDEME Developer Admin DBA | Programmer T Shirt | Coding T Shirt for Coders | Developer T Shirt | Round Neck Cotton T-Shir...,T-shirts and Polos,https://m.media-amazon.com/images/I/61er54DmKoL._AC_UL320_.jpg,4.4,2,699,T-shirts and Polos.csv,7.69,3.36,5738,product: dudeme developer admin dba | programmer t shirt | coding t shirt for coders | developer t shirt | round neck cotton t-shir.... category: t-shirts and polos. price: $7.69. rating: 4.4 out of 5. reviews: 2. dudeme developer admin dba | programmer t shirt | coding t shirt for coders | developer t shirt | round neck cotton t-shir...
Surya 63 Cricket Team Jersey 2022/23 - World Cup,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41U7ppSRjzL._AC_UL320_.jpg,3.5,3,899,T-shirts and Polos.csv,9.89,2.82,5739,product: surya 63 cricket team jersey 2022/23 - world cup. category: t-shirts and polos. price: $9.89. rating: 3.5 out of 5. reviews: 3. surya 63 cricket team jersey 2022/23 - world cup
The Souled Store Men Official Eternals: The Team Black Printed Oversized T-Shirts,T-shirts and Polos,https://m.media-amazon.com/images/I/61rhg8+jEcL._AC_UL320_.jpg,5.0,4,1499,T-shirts and Polos.csv,16.49,3.93,5740,product: the souled store men official eternals: the team black printed oversized t-shirts. category: t-shirts and polos. price: $16.49. rating: 5.0 out of 5. reviews: 4. the souled store men official eternals: the team black printed oversized t-shirts
Aaramkhor Engineering T-Shirt for Men | Physics | Newton's First Law | Science | Nerd | Regular Fit for Men Sizes S to 4XL|,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61Em2YM+0cS._AC_UL320_.jpg,3.9,21,699,T-shirts and Polos.csv,7.69,3.48,5741,product: aaramkhor engineering t-shirt for men | physics | newton's first law | science | nerd | regular fit for men sizes s to 4xl|. category: t-shirts and polos. price: $7.69. rating: 3.9 out of 5. reviews: 21. aaramkhor engineering t-shirt for men | physics | newton's first law | science | nerd | regular fit for men sizes s to 4xl|
"CLIENTALE India New T20 World Cup Jersey 2022-23 for Men Women Boys Unisex (Large, T Blue.)",T-shirts and Polos,https://m.media-amazon.com/images/I/81W6-PgydqL._AC_UL320_.jpg,3.1,6,1299,T-shirts and Polos.csv,14.29,2.68,5742,"product: clientale india new t20 world cup jersey 2022-23 for men women boys unisex (large, t blue.). category: t-shirts and polos. price: $14.29. rating: 3.1 out of 5. reviews: 6. clientale india new t20 world cup jersey 2022-23 for men women boys unisex (large, t blue.)"
Puma Men's Classic Fit Tee,T-shirts and Polos,https://m.media-amazon.com/images/I/815iSGAt9AL._AC_UL320_.jpg,4.1,61,1499,T-shirts and Polos.csv,16.49,3.81,5743,product: puma men's classic fit tee. category: t-shirts and polos. price: $16.49. rating: 4.1 out of 5. reviews: 61. puma men's classic fit tee
VAISHVIK Mens Plus Size T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/713rR4-OoQL._AC_UL320_.jpg,3.5,2,1199,T-shirts and Polos.csv,13.19,2.73,5744,product: vaishvik mens plus size t-shirt. category: t-shirts and polos. price: $13.19. rating: 3.5 out of 5. reviews: 2. vaishvik mens plus size t-shirt
Levi's Men Polo,T-shirts and Polos,https://m.media-amazon.com/images/I/71NCvz3babL._AC_UL320_.jpg,4.5,28,2199,T-shirts and Polos.csv,24.19,3.95,5745,product: levi's men polo. category: t-shirts and polos. price: $24.19. rating: 4.5 out of 5. reviews: 28. levi's men polo
BULLMER Mens Regular Fit Printed Polo Collared Tshirt,T-shirts and Polos,https://m.media-amazon.com/images/I/71wZly-5ZIL._AC_UL320_.jpg,4.0,39,999,T-shirts and Polos.csv,10.99,3.66,5746,product: bullmer mens regular fit printed polo collared tshirt. category: t-shirts and polos. price: $10.99. rating: 4.0 out of 5. reviews: 39. bullmer mens regular fit printed polo collared tshirt
Jockey Men's Super Combed Cotton Rich Regular Fit Deep Round Neck Printed Tank Top_Pack of 1_Style_9928,T-shirts and Polos,https://m.media-amazon.com/images/I/71F5yQWTz3L._AC_UL320_.jpg,4.3,9890,529,T-shirts and Polos.csv,5.82,4.46,5747,product: jockey men's super combed cotton rich regular fit deep round neck printed tank top_pack of 1_style_9928. category: t-shirts and polos. price: $5.82. rating: 4.3 out of 5. reviews: 9890. jockey men's super combed cotton rich regular fit deep round neck printed tank top_pack of 1_style_9928
MERRIMENT Men's Cotton Half Sleeve Solid Polo T-shirt-AN1003,T-shirts and Polos,https://m.media-amazon.com/images/I/61Q8jcSzjcL._AC_UL320_.jpg,4.0,1,1499,T-shirts and Polos.csv,16.49,2.91,5748,product: merriment men's cotton half sleeve solid polo t-shirt-an1003. category: t-shirts and polos. price: $16.49. rating: 4.0 out of 5. reviews: 1. merriment men's cotton half sleeve solid polo t-shirt-an1003
INKKR Solid Men Round Neck Multicolor T-Shirt Combo (Pack of 3),T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61+FrbyxZKL._AC_UL320_.jpg,5.0,1,999,T-shirts and Polos.csv,10.99,3.61,5749,product: inkkr solid men round neck multicolor t-shirt combo (pack of 3). category: t-shirts and polos. price: $10.99. rating: 5.0 out of 5. reviews: 1. inkkr solid men round neck multicolor t-shirt combo (pack of 3)
Royal Enfield Leave Home T-Shirt Black,T-shirts and Polos,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41H9w4ukGyL._AC_UL320_.jpg,5.0,3,1000,T-shirts and Polos.csv,11.0,3.87,5750,product: royal enfield leave home t-shirt black. category: t-shirts and polos. price: $11.0. rating: 5.0 out of 5. reviews: 3. royal enfield leave home t-shirt black
Spykar Printed Cotton Slim Fit Mens T-Shirt (A21MKT01BA034GY-P),T-shirts and Polos,https://m.media-amazon.com/images/I/6161p9UsRrL._AC_UL320_.jpg,4.5,4,1799,T-shirts and Polos.csv,19.79,3.58,5751,product: spykar printed cotton slim fit mens t-shirt (a21mkt01ba034gy-p). category: t-shirts and polos. price: $19.79. rating: 4.5 out of 5. reviews: 4. spykar printed cotton slim fit mens t-shirt (a21mkt01ba034gy-p)
U.S. POLO ASSN. Men's Slim Fit T-Shirt,T-shirts and Polos,https://m.media-amazon.com/images/I/71c8c68lbyL._AC_UL320_.jpg,4.0,17,999,T-shirts and Polos.csv,10.99,3.51,5752,product: u.s. polo assn. men's slim fit t-shirt. category: t-shirts and polos. price: $10.99. rating: 4.0 out of 5. reviews: 17. u.s. polo assn. men's slim fit t-shirt
"VEHOP Bullet True Wireless Earbuds, TWS Earbuds with Low Latency, 13mm Driver, Immersive Sound, BT 5.1+ENC Wireless Headse...",Headphones,https://m.media-amazon.com/images/I/51bDc7t+jTL._AC_UL320_.jpg,5.0,3,2999,Headphones.csv,32.99,3.87,5753,"product: vehop bullet true wireless earbuds, tws earbuds with low latency, 13mm driver, immersive sound, bt 5.1+enc wireless headse.... category: headphones. price: $32.99. rating: 5.0 out of 5. reviews: 3. vehop bullet true wireless earbuds, tws earbuds with low latency, 13mm driver, immersive sound, bt 5.1+enc wireless headse..."
"Portronics Muffs M1 Wireless Bluetooth Over Ear Headphone, Powerful Bass, Handsfree Calling, 3.5mm Aux in, Long Playtime(G...",Headphones,https://m.media-amazon.com/images/I/51QjJJsnzTL._AC_UL320_.jpg,4.1,25,2499,Headphones.csv,27.49,3.65,5754,"product: portronics muffs m1 wireless bluetooth over ear headphone, powerful bass, handsfree calling, 3.5mm aux in, long playtime(g.... category: headphones. price: $27.49. rating: 4.1 out of 5. reviews: 25. portronics muffs m1 wireless bluetooth over ear headphone, powerful bass, handsfree calling, 3.5mm aux in, long playtime(g..."
"JBJ Silicone Back Cover for Realme Buds Q2, Realme Buds Air2 Neo, Realme Q2 Neo, Black",Headphones,https://m.media-amazon.com/images/I/21JaeDckCRL._AC_UL320_.jpg,4.0,89,1099,Headphones.csv,12.09,3.8,5755,"product: jbj silicone back cover for realme buds q2, realme buds air2 neo, realme q2 neo, black. category: headphones. price: $12.09. rating: 4.0 out of 5. reviews: 89. jbj silicone back cover for realme buds q2, realme buds air2 neo, realme q2 neo, black"
"JLab Go Air Sport - Wireless Workout In Ear Earbuds Featuring C3 Clear Calling, Secure Earhook Sport Design, 32+ Hour Blue...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71SXTRAYANL._AC_UL320_.jpg,4.0,3635,5499,Headphones.csv,60.49,4.2,5756,"product: jlab go air sport - wireless workout in ear earbuds featuring c3 clear calling, secure earhook sport design, 32+ hour blue.... category: headphones. price: $60.49. rating: 4.0 out of 5. reviews: 3635. jlab go air sport - wireless workout in ear earbuds featuring c3 clear calling, secure earhook sport design, 32+ hour blue..."
"Soundcore by Anker, Soundcore Sport X10 True Wireless Bluetooth 5.2 Workout Headphones, Rotatable Ear Hooks, Deep Bass, IP...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51UUCeUcWIL._AC_UL320_.jpg,4.4,282,25040,Headphones.csv,275.44,4.24,5757,"product: soundcore by anker, soundcore sport x10 true wireless bluetooth 5.2 workout headphones, rotatable ear hooks, deep bass, ip.... category: headphones. price: $275.44. rating: 4.4 out of 5. reviews: 282. soundcore by anker, soundcore sport x10 true wireless bluetooth 5.2 workout headphones, rotatable ear hooks, deep bass, ip..."
AfterShokz - AS600 Trekz Titanium Open-Ear Wireless Stereo Headphones (Blue),Headphones,https://m.media-amazon.com/images/I/617VtqLqO4L._AC_UL320_.jpg,4.3,23706,60500,Headphones.csv,665.5,4.49,5758,product: aftershokz - as600 trekz titanium open-ear wireless stereo headphones (blue). category: headphones. price: $665.5. rating: 4.3 out of 5. reviews: 23706. aftershokz - as600 trekz titanium open-ear wireless stereo headphones (blue)
"CRYSENDO Spiral (3 Pcs Combo, 1.5 Meters / 150 cms) Cable Cord Protectors Winders for Mobile Phone Charging Cable Earphone...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/6195Yf18JDS._AC_UL320_.jpg,4.2,4943,849,Headphones.csv,9.34,4.36,5759,"product: crysendo spiral (3 pcs combo, 1.5 meters / 150 cms) cable cord protectors winders for mobile phone charging cable earphone.... category: headphones. price: $9.34. rating: 4.2 out of 5. reviews: 4943. crysendo spiral (3 pcs combo, 1.5 meters / 150 cms) cable cord protectors winders for mobile phone charging cable earphone..."
boAt Bass Heads 225 in-Ear Wired Headphones with Mic (Neon Lime),Headphones,https://m.media-amazon.com/images/I/61sgEDKoIZL._AC_UL320_.jpg,4.1,276491,999,Headphones.csv,10.99,4.37,5760,product: boat bass heads 225 in-ear wired headphones with mic (neon lime). category: headphones. price: $10.99. rating: 4.1 out of 5. reviews: 276491. boat bass heads 225 in-ear wired headphones with mic (neon lime)
Jabra Evolve 40 MS Wired Bluetooth On Ear Headphone with Mic (Black),Headphones,https://m.media-amazon.com/images/I/61apHvYK6GL._AC_UL320_.jpg,4.4,2114,17990,Headphones.csv,197.89,4.45,5761,product: jabra evolve 40 ms wired bluetooth on ear headphone with mic (black). category: headphones. price: $197.89. rating: 4.4 out of 5. reviews: 2114. jabra evolve 40 ms wired bluetooth on ear headphone with mic (black)
"Small Bluetooth Headphones Wrap Around Head - Sports Wireless Headset with Built in Microphone and Crystal-Clear Sound, Fo...",Headphones,https://m.media-amazon.com/images/I/61gb+oGYFwL._AC_UL320_.jpg,4.3,3080,14900,Headphones.csv,163.9,4.41,5762,"product: small bluetooth headphones wrap around head - sports wireless headset with built in microphone and crystal-clear sound, fo.... category: headphones. price: $163.9. rating: 4.3 out of 5. reviews: 3080. small bluetooth headphones wrap around head - sports wireless headset with built in microphone and crystal-clear sound, fo..."
"Sound One E20 in Earphones with Metal Body, Stereo Bass and One Button Mic",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71AQhWm9ilL._AC_UL320_.jpg,3.2,33,499,Headphones.csv,5.49,3.07,5763,"product: sound one e20 in earphones with metal body, stereo bass and one button mic. category: headphones. price: $5.49. rating: 3.2 out of 5. reviews: 33. sound one e20 in earphones with metal body, stereo bass and one button mic"
(Renewed) Boat Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with Mic with Up to 30H Total Playback Iwp Technology ...,Headphones,https://m.media-amazon.com/images/I/51D9997bIJL._AC_UL320_.jpg,3.1,3,2174,Headphones.csv,23.91,2.54,5764,product: (renewed) boat airdopes 441 bluetooth truly wireless in ear earbuds with mic with up to 30h total playback iwp technology .... category: headphones. price: $23.91. rating: 3.1 out of 5. reviews: 3. (renewed) boat airdopes 441 bluetooth truly wireless in ear earbuds with mic with up to 30h total playback iwp technology ...
PHILIPS (Renewed) Bass+ SHE4305 Headphones with Mic (Black),Headphones,https://m.media-amazon.com/images/I/71p5VrwqiZL._AC_UL320_.jpg,3.5,10,1299,Headphones.csv,14.29,3.06,5765,product: philips (renewed) bass+ she4305 headphones with mic (black). category: headphones. price: $14.29. rating: 3.5 out of 5. reviews: 10. philips (renewed) bass+ she4305 headphones with mic (black)
(Renewed) Sennheiser CX 300s Wired In Ear Headphone with Mic (Black),Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/715UN3Q6PbL._AC_UL320_.jpg,3.5,65,2762,Headphones.csv,30.38,3.4,5766,product: (renewed) sennheiser cx 300s wired in ear headphone with mic (black). category: headphones. price: $30.38. rating: 3.5 out of 5. reviews: 65. (renewed) sennheiser cx 300s wired in ear headphone with mic (black)
"Vanderfields NR35X2 Protective, Foldable Shooting Earmuffs / Headphones",Headphones,https://m.media-amazon.com/images/I/71AHUXZm0WL._AC_UL320_.jpg,4.0,1,4468,Headphones.csv,49.15,2.91,5767,"product: vanderfields nr35x2 protective, foldable shooting earmuffs / headphones. category: headphones. price: $49.15. rating: 4.0 out of 5. reviews: 1. vanderfields nr35x2 protective, foldable shooting earmuffs / headphones"
"boAt Airdopes 500Anc Bluetooth Truly Wireless in Ear Earbuds with 35Db Hybrid ANC, Detection, with Mic with Enx Tech, Upto...",Headphones,https://m.media-amazon.com/images/I/51afA4CIkDL._AC_UL320_.jpg,3.4,82,9999,Headphones.csv,109.99,3.37,5768,"product: boat airdopes 500anc bluetooth truly wireless in ear earbuds with 35db hybrid anc, detection, with mic with enx tech, upto.... category: headphones. price: $109.99. rating: 3.4 out of 5. reviews: 82. boat airdopes 500anc bluetooth truly wireless in ear earbuds with 35db hybrid anc, detection, with mic with enx tech, upto..."
"(Renewed) WeCool Freesolo x3 Bluetooth Gaming Earbuds Bluetooth Headset (Black, True Wireless)",Headphones,https://m.media-amazon.com/images/I/21kNwm7jxdL._AC_UL320_.jpg,4.7,4,4999,Headphones.csv,54.99,3.72,5769,"product: (renewed) wecool freesolo x3 bluetooth gaming earbuds bluetooth headset (black, true wireless). category: headphones. price: $54.99. rating: 4.7 out of 5. reviews: 4. (renewed) wecool freesolo x3 bluetooth gaming earbuds bluetooth headset (black, true wireless)"
"VEHOP Power True Wireless Earbuds, TWS Earbuds with Power Bank, Low Latency, Bluetooth 5.1 with ENC, 75hrs Playtime, IPX7 ...",Headphones,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Am+6yTygL._AC_UL320_.jpg,5.0,2,2999,Headphones.csv,32.99,3.78,5770,"product: vehop power true wireless earbuds, tws earbuds with power bank, low latency, bluetooth 5.1 with enc, 75hrs playtime, ipx7 .... category: headphones. price: $32.99. rating: 5.0 out of 5. reviews: 2. vehop power true wireless earbuds, tws earbuds with power bank, low latency, bluetooth 5.1 with enc, 75hrs playtime, ipx7 ..."
